4470971.219	446367.3453	10
4470971.974	446365.3701	10
4470972.542	446363.3937	10
4470972.927	446361.4159	10
4470973.495	446359.4395	10
4470973.88	446357.4617	10
4470974.452	446355.4853	10
4470974.833	446353.5076	10
4470975.217	446351.5298	10
4470975.602	446349.552	10
4470975.987	446347.5743	10
4470976.185	446345.4549	10
4470976.388	446343.3355	10
4470976.403	446341.2148	10
4470976.418	446339.0887	10
4470976.246	446336.9667	10
4470975.706	446334.9823	10
4470975.166	446332.998	10
4470973.887	446330.868	10
4470972.606	446328.8783	10
4470971.135	446327.3082	10
4470969.483	446325.8825	10
4470967.641	446324.4555	20
4470965.618	446323.0272	20
4470963.404	446321.7377	20
4470961.751	446320.5927	20
4470959.905	446319.5919	20
4470958.064	446318.4455	20
4470956.036	446317.2977	20
4470954.196	446316.1567	20
4470951.984	446315.0076	20
4470949.956	446313.8598	20
4470947.746	446312.5704	20
4470945.348	446311.4254	20
4470942.766	446310.2737	20
4470940.185	446308.9816	20
4470937.791	446307.691	20
4470935.395	446306.2599	20
4470932.815	446304.8276	20
4470930.235	446303.3952	20
4470928.393	446302.3891	20
4470926.551	446301.3884	20
4470924.706	446300.3822	20
4470922.864	446299.3815	20
4470921.207	446298.2363	20
4470919.181	446297.2289	20
4470917.336	446296.2281	20
4470915.311	446295.0804	20
4470913.466	446294.0796	20
4470911.441	446293.0721	20
4470909.413	446291.9298	20
4470907.384	446290.9223	20
4470905.356	446289.7745	20
4470903.332	446288.6321	20
4470901.304	446287.4844	20
4470899.092	446286.3353	20
4470896.881	446285.1862	20
4470894.853	446284.0438	20
4470892.642	446282.8947	20
4470890.614	446281.7469	20
4470888.403	446280.6032	20
4470886.191	446279.4541	20
4470883.98	446278.305	20
4470881.952	446277.1572	20
4470879.741	446276.0135	20
4470877.713	446274.8657	20
4470875.685	446273.7179	20
4470873.475	446272.4285	20
4470871.446	446271.4264	20
4470869.421	446270.2786	20
4470867.577	446269.1322	20
4470865.553	446267.9898	20
4470863.525	446266.842	20
4470861.683	446265.8412	20
4470859.655	446264.6935	20
4470857.814	446263.547	20
4470855.785	446262.5449	20
4470853.944	446261.3984	20
4470852.473	446259.974	20
4470850.632	446258.8275	20
4470848.052	446257.3952	20
4470846.21	446256.389	20
4470843.63	446254.9566	20
4470841.05	446253.5243	20
4470838.47	446252.0919	15
4470836.073	446250.8011	15
4470834.04	446250.3602	15
4470831.458	446249.2139	15
4470829.063	446248.0634	15
4470827.221	446247.203	15
4470824.637	446246.3318	15
4470822.235	446245.6077	15
4470819.466	446245.0212	15
4470817.061	446244.7233	15
4470814.472	446244.7048	15
4470811.881	446244.8265	15
4470809.658	446245.237	15
4470807.247	446245.7863	15
4470805.21	446246.4787	15
4470802.981	446247.31	15
4470800.94	446248.4287	15
4470799.078	446249.8292	15
4470797.218	446251.3701	15
4470795.356	446253.197	15
4470793.859	446255.1669	15
4470792.549	446257.2783	15
4470791.425	446259.5369	15
4470790.668	446261.7926	15
4470790.097	446264.1954	15
4470789.71	446266.4538	15
4470789.694	446268.7203	15
4470789.677	446270.9813	15
4470789.846	446273.1034	15
